s,a,r,sp
26715,3,-25,26216
26216,4,0,26217
26217,4,0,26218
26218,5,-25,26219
26219,5,-25,26220
26220,5,-25,26221
26221,3,-25,25721
25721,5,-25,25722
25722,3,-25,25722
25722,4,0,25223
25223,5,-25,25223
25223,6,-100,25223
25223,4,0,25223
25223,3,-25,24723
24723,2,-100,24223
24223,3,-25,24222
24222,5,-25,24222
24222,4,0,23721
23721,4,0,23720
23720,2,-100,23219
23219,5,-25,23217
23217,4,0,23216
23216,3,-25,22714
22714,4,0,22713
22713,5,-25,22711
22711,4,0,22710
22710,4,0,22708
22708,4,0,22706
22706,4,0,22705
22705,2,-100,22203
22203,5,-25,22201
22201,4,0,22699
22699,2,-100,22197
22197,3,-25,22195
22195,2,-100,21693
21693,4,0,22191
22191,4,0,22189
22189,4,0,22187
22187,5,-25,22686
22686,2,-100,22684
22684,5,-25,23183
23183,3,-25,23181
23181,3,-25,23180
23180,5,-25,23679
23679,3,-25,23678
23678,4,0,24178
24178,3,-25,24177
24177,4,0,24177
24177,3,-25,24676
24676,2,-100,24676
24676,2,-100,24676
24676,5,-25,25176
25176,5,-25,25176
25176,4,0,25677
25677,6,-100,26177
26177,6,-100,26679
26679,6,-100,27681
27681,6,-100,28183
28183,5,-25,28685
28685,5,-25,28688
28688,6,-100,29191
29191,6,-100,29695
29695,5,-25,30198
30198,3,-25,29702
29702,6,-100,30205
30205,5,-25,30209
30209,6,-100,30713
30713,6,-100,30717
30717,3,-25,30721
30721,4,0,30225
30225,6,-100,30729
30729,6,-100,30733
30733,4,0,30237
30237,3,-25,29740
29740,5,-25,29744
29744,4,0,29247
29247,6,-100,29250
29250,3,-25,28752
28752,5,-25,28254
28254,6,-100,27756
27756,4,0,27258
27258,3,-25,26759
26759,3,-25,26260
26260,4,0,25761
25761,5,-25,25261
25261,5,-25,24761
24761,3,-25,24260
24260,2,-100,23259
23259,4,0,22757
22757,4,0,22255
22255,3,-25,21252
21252,5,-25,21250
21250,4,0,20747
20747,4,0,20243
20243,5,-25,20240
20240,5,-25,19736
19736,5,-25,19732
19732,3,-25,19228
19228,3,-25,18724
18724,3,-25,18219
18219,2,-100,17714
17714,5,-25,18209
18209,2,-100,17704
17704,2,-100,17199
17199,5,-25,17693
17693,4,0,17688
17688,5,-25,18183
18183,2,-100,17678
17678,2,-100,17673
17673,3,-25,18169
18169,4,0,18164
18164,2,-100,18659
18659,5,-25,19155
19155,5,-25,19652
19652,5,-25,20649
20649,2,-100,20646
20646,4,0,21143
21143,2,-100,21641
21641,5,-25,22139
22139,4,0,23137
23137,2,-100,23136
23136,3,-25,23636
23636,3,-25,24135
24135,3,-25,24635
24635,2,-100,25135
25135,4,0,25636
25636,5,-25,26637
26637,5,-25,27639
27639,5,-25,28141
28141,5,-25,29144
29144,6,-100,30148
30148,6,-100,30652
30652,4,0,31157
31157,6,-100,32162
32162,5,-25,32667
32667,5,-25,33173
33173,4,0,33679
33679,4,0,33686
33686,3,-25,34192
34192,3,-25,33698
33698,4,0,34205
34205,5,-25,34211
34211,3,-25,34217
34217,3,-25,33724
33724,6,-100,33730
33730,6,-100,33736
33736,3,-25,33242
33242,3,-25,32748
32748,4,0,32253
32253,6,-100,32258
32258,5,-25,31763
31763,4,0,31267
31267,5,-25,30771
30771,3,-25,30275
30275,5,-25,29778
29778,3,-25,28781
28781,5,-25,28283
28283,4,0,27285
27285,6,-100,26786
26786,3,-25,26287
26287,6,-100,25787
25787,5,-25,25287
25287,3,-25,24287
24287,5,-25,23786
23786,3,-25,22784
22784,2,-100,21781
21781,2,-100,20778
20778,2,-100,19775
19775,4,0,18770
18770,3,-25,18265
18265,3,-25,17260
17260,5,-25,16754
16754,5,-25,16748
16748,4,0,16242
16242,4,0,15736
15736,4,0,15229
15229,4,0,15222
15222,2,-100,14715
14715,4,0,14708
14708,5,-25,14700
14700,5,-25,14693
14693,3,-25,14686
14686,3,-25,14679
14679,2,-100,14672
14672,5,-25,15165
15165,5,-25,15659
15659,5,-25,16653
16653,5,-25,17147
17147,5,-25,18143
18143,2,-100,18138
18138,2,-100,18633
18633,2,-100,19129
19129,4,0,19625
19625,2,-100,20122
20122,4,0,20619
20619,2,-100,21116
21116,5,-25,22115
22115,5,-25,23113
23113,5,-25,24113
24113,2,-100,24613
24613,5,-25,25613
25613,3,-25,26114
26114,5,-25,27116
27116,5,-25,28118
28118,5,-25,29121
29121,6,-100,30125
30125,3,-25,30629
30629,6,-100,31633
31633,3,-25,32139
32139,6,-100,33145
33145,4,0,33651
33651,4,0,34158
34158,6,-100,35165
35165,5,-25,35672
35672,3,-25,35680
35680,4,0,36188
36188,4,0,36196
36196,6,-100,36704
36704,6,-100,37213
37213,6,-100,37222
37222,6,-100,37231
37231,3,-25,37239
37239,6,-100,37248
37248,3,-25,36256
36256,5,-25,36263
36263,3,-25,35271
35271,3,-25,34777
34777,3,-25,33784
33784,4,0,32789
32789,6,-100,32795
32795,6,-100,32300
32300,6,-100,31804
31804,6,-100,30808
30808,3,-25,29812
29812,4,0,29315
29315,4,0,28317
28317,5,-25,27319
27319,3,-25,26320
26320,4,0,25820
25820,3,-25,24320
24320,4,0,23819
23819,5,-25,22817
22817,4,0,21815
21815,3,-25,20812
20812,3,-25,19808
19808,3,-25,18804
18804,2,-100,17799
17799,3,-25,16793
16793,5,-25,16287
16287,5,-25,15280
15280,5,-25,14773
14773,2,-100,13765
13765,4,0,13257
13257,3,-25,12748
12748,4,0,12239
12239,5,-25,12230
12230,4,0,11721
11721,4,0,11711
11711,2,-100,11202
11202,3,-25,11192
11192,4,0,11182
11182,3,-25,11173
11173,3,-25,11663
11663,2,-100,11654
11654,2,-100,11644
11644,5,-25,12636
12636,4,0,13127
13127,3,-25,13619
13619,2,-100,14112
14112,3,-25,14605
14605,4,0,15598
15598,4,0,16592
16592,5,-25,17587
17587,5,-25,18583
18583,3,-25,19579
19579,5,-25,20576
20576,5,-25,21573
21573,4,0,22572
22572,3,-25,23071
23071,4,0,24070
24070,2,-100,24570
24570,5,-25,26071
26071,3,-25,26572
26572,5,-25,27574
27574,6,-100,29077
29077,6,-100,30081
30081,4,0,31085
31085,4,0,32090
32090,4,0,33096
33096,4,0,33602
33602,6,-100,35110
35110,5,-25,36117
36117,5,-25,37126
37126,6,-100,38135
38135,4,0,38645
38645,3,-25,39155
39155,5,-25,39665
39665,5,-25,40176
40176,6,-100,41188
41188,5,-25,41199
41199,5,-25,41711
41711,5,-25,41723
41723,4,0,41234
41234,5,-25,41246
41246,3,-25,40757
40757,4,0,40268
40268,3,-25,39278
39278,4,0,38788
38788,6,-100,38297
38297,4,0,37806
37806,5,-25,36814
36814,6,-100,36322
36322,3,-25,35329
35329,4,0,34336
34336,6,-100,33842
33842,3,-25,32847
32847,4,0,31852
31852,6,-100,31356
31356,5,-25,30360
30360,3,-25,29363
29363,4,0,28365
28365,4,0,27367
27367,4,0,26368
26368,6,-100,25868
25868,6,-100,25369
25369,3,-25,24368
24368,3,-25,23367
23367,3,-25,22365
22365,3,-25,21362
21362,2,-100,19858
19858,2,-100,18854
18854,3,-25,17849
17849,2,-100,16343
16343,4,0,15336
15336,2,-100,14328
14328,2,-100,12820
12820,5,-25,12311
12311,3,-25,11301
11301,4,0,10291
10291,3,-25,9280
9280,5,-25,8768
8768,2,-100,7756
7756,3,-25,7244
7244,2,-100,6731
6731,3,-25,6217
6217,3,-25,5704
5704,4,0,5690
5690,4,0,5677
5677,4,0,6164
6164,5,-25,6651
6651,3,-25,7138
7138,4,0,7626
7626,2,-100,8114
8114,3,-25,8603
8603,3,-25,9592
9592,5,-25,10582
10582,4,0,11573
11573,3,-25,12064
12064,3,-25,13056
13056,5,-25,14048
14048,5,-25,15041
15041,3,-25,16035
16035,4,0,16529
16529,2,-100,17024
17024,4,0,18019
18019,3,-25,18515
18515,3,-25,19511
19511,2,-100,19507
19507,3,-25,20504
20504,3,-25,21002
21002,2,-100,25001
25001,5,-25,25501
25501,5,-25,26502
26502,6,-100,27504
27504,3,-25,28006
28006,3,-25,28509
28509,4,0,29512
29512,6,-100,30516
30516,5,-25,31521
31521,5,-25,32026
32026,3,-25,33032
33032,6,-100,34038
34038,4,0,35046
35046,3,-25,35553
35553,3,-25,36562
36562,5,-25,37571
37571,3,-25,38580
38580,4,0,39590
39590,4,0,40101
40101,6,-100,41613
41613,6,-100,42626
42626,5,-25,43639
43639,3,-25,44152
44152,5,-25,44666
44666,5,-25,45180
45180,6,-100,45695
45695,5,-25,46210
46210,6,-100,46225
46225,3,-25,46240
46240,4,0,45754
45754,4,0,45269
45269,6,-100,44783
44783,5,-25,44296
44296,4,0,43309
43309,5,-25,42822
42822,6,-100,42334
42334,6,-100,41846
41846,6,-100,40857
40857,6,-100,40368
40368,4,0,39378
39378,3,-25,38387
38387,3,-25,37396
37396,6,-100,36904
36904,5,-25,36413
36413,6,-100,36420
36420,5,-25,35928
35928,3,-25,34935
34935,3,-25,34441
34441,4,0,33948
33948,3,-25,33454
33454,3,-25,33459
33459,4,100000,32965
25343,5,-25,25211
25211,3,-25,24711
24711,5,-25,24711
24711,1,-225,24711
24711,1,-225,24210
24210,6,-100,24210
24210,7,-225,24709
24709,5,-25,24709
24709,2,-100,24209
24209,4,0,24209
24209,1,-225,24208
24208,6,-100,24207
24207,1,-225,24207
24207,4,0,24206
24206,2,-100,23705
23705,2,-100,23204
23204,6,-100,23703
23703,5,-25,23702
23702,2,-100,23701
23701,5,-25,23700
23700,4,0,23700
23700,4,0,23699
23699,6,-100,24198
24198,5,-25,24198
24198,3,-25,24197
24197,1,-225,24197
24197,5,-25,24196
24196,6,-100,24696
24696,4,0,24696
24696,6,-100,25196
25196,1,-225,25196
25196,1,-225,24696
24696,1,-225,24696
24696,1,-225,24196
24196,6,-100,24696
24696,3,-25,24695
24695,5,-25,25195
25195,1,-225,24695
24695,3,-25,24695
24695,7,-225,25195
25195,7,-225,25696
25696,7,-225,25696
25696,2,-100,25697
25697,1,-225,25697
25697,7,-225,25698
25698,3,-25,25698
25698,3,-25,25699
25699,1,-225,25699
25699,6,-100,25700
25700,4,0,25701
25701,7,-225,26202
26202,5,-25,26203
26203,2,-100,26203
26203,6,-100,26705
26705,2,-100,26205
26205,4,0,26206
26206,6,-100,26207
26207,2,-100,26208
26208,2,-100,25709
25709,1,-225,25209
25209,7,-225,25710
25710,5,-25,25710
25710,1,-225,25210
25210,3,-25,25211
25211,4,0,25211
25211,4,0,25211
25211,7,-225,25211
25211,2,-100,24711
24711,7,-225,25211
25211,2,-100,24711
24711,6,-100,25211
25211,5,-25,25211
25211,5,-25,25212
25212,2,-100,24712
24712,2,-100,24711
24711,2,-100,24211
24211,5,-25,24210
24210,3,-25,24209
24209,2,-100,23708
23708,4,0,23707
23707,5,-25,23707
23707,7,-225,24206
24206,6,-100,24205
24205,1,-225,24205
24205,6,-100,24204
24204,1,-225,24204
24204,2,-100,23703
23703,1,-225,23202
23202,6,-100,23701
23701,5,-25,23700
23700,5,-25,24199
24199,2,-100,23699
23699,4,0,24198
24198,2,-100,23697
23697,2,-100,23696
23696,4,0,23695
23695,3,-25,23694
23694,7,-225,24193
24193,6,-100,24193
24193,6,-100,24693
24693,3,-25,24693
24693,1,-225,24693
24693,4,0,24692
24692,6,-100,25193
25193,5,-25,25693
25693,7,-225,25694
25694,2,-100,25694
25694,4,0,25695
25695,4,0,25695
25695,7,-225,26196
26196,3,-25,26197
26197,4,0,26198
26198,6,-100,26700
26700,1,-225,26701
26701,1,-225,26202
26202,3,-25,26202
26202,1,-225,25703
25703,1,-225,25703
25703,7,-225,25704
25704,7,-225,26205
26205,6,-100,26706
26706,2,-100,26207
26207,7,-225,26208
26208,5,-25,26709
26709,1,-225,26210
26210,3,-25,26211
26211,3,-25,25711
25711,3,-25,25712
25712,1,-225,25212
25212,5,-25,25212
25212,2,-100,24712
24712,7,-225,25212
25212,5,-25,25212
25212,3,-25,24712
24712,7,-225,25212
25212,4,0,25212
25212,5,-25,25213
25213,6,-100,25213
25213,7,-225,25713
25713,5,-25,25714
25714,1,-225,25214
25214,3,-25,25214
25214,5,-25,25214
25214,5,-25,25214
25214,6,-100,25215
25215,3,-25,25215
25215,4,0,25215
25215,4,0,24715
24715,2,-100,24714
24714,3,-25,24214
24214,1,-225,23713
23713,5,-25,23712
23712,7,-225,24212
24212,1,-225,23711
23711,2,-100,23210
23210,3,-25,23208
23208,7,-225,23207
23207,1,-225,23206
23206,7,-225,23205
23205,1,-225,23204
23204,6,-100,23202
23202,1,-225,23201
23201,7,-225,23200
23200,3,-25,23199
23199,1,-225,23198
23198,6,-100,23697
23697,7,-225,23696
23696,4,0,24195
24195,5,-25,24195
24195,5,-25,24694
24694,4,0,24694
24694,2,-100,24194
24194,2,-100,24193
24193,6,-100,24693
24693,3,-25,24693
24693,1,-225,24192
24192,7,-225,24692
24692,3,-25,24692
24692,3,-25,24692
24692,7,-225,25192
25192,2,-100,25192
25192,7,-225,25693
25693,2,-100,25193
25193,4,0,25694
25694,6,-100,25694
25694,1,-225,25695
25695,4,0,25695
25695,1,-225,25696
25696,5,-25,25697
25697,4,0,26197
26197,5,-25,26198
26198,2,-100,25699
25699,6,-100,26200
26200,5,-25,26701
26701,5,-25,26702
26702,5,-25,26704
26704,5,-25,27205
27205,2,-100,26706
26706,7,-225,27208
27208,3,-25,26709
26709,4,0,26710
26710,1,-225,26712
26712,4,0,26213
26213,4,0,26214
26214,6,-100,26715
26715,3,-25,26216
26216,1,-225,25716
25716,4,0,25717
25717,1,-225,25217
25217,4,0,25217
25217,4,0,25217
25217,3,-25,24717
24717,6,-100,24717
24717,5,-25,24717
24717,1,-225,24717
24717,2,-100,24216
24216,3,-25,23715
23715,2,-100,23214
23214,6,-100,23713
23713,7,-225,23712
23712,2,-100,23211
23211,3,-25,23210
23210,6,-100,23709
23709,3,-25,23208
23208,3,-25,23206
23206,4,0,23205
23205,4,0,23204
23204,3,-25,22702
22702,6,-100,23201
23201,1,-225,23200
23200,5,-25,23198
23198,1,-225,22697
22697,3,-25,22696
22696,5,-25,23194
23194,3,-25,23193
23193,5,-25,23192
23192,5,-25,23691
23691,2,-100,23690
23690,2,-100,23189
23189,4,0,23688
23688,2,-100,23187
23187,4,0,23686
23686,3,-25,23685
23685,6,-100,24184
24184,1,-225,24183
24183,5,-25,24183
24183,1,-225,24183
24183,1,-225,24182
24182,6,-100,24682
24682,6,-100,25182
25182,6,-100,25683
25683,6,-100,26184
26184,4,0,26685
26685,2,-100,26686
26686,4,0,26688
26688,1,-225,26689
26689,7,-225,27190
27190,3,-25,27192
27192,2,-100,26693
26693,3,-25,26695
26695,5,-25,27196
27196,7,-225,27698
27698,2,-100,27200
27200,4,0,27201
27201,5,-25,27703
27703,3,-25,27205
27205,3,-25,27207
27207,3,-25,27208
27208,2,-100,26709
26709,3,-25,26711
26711,5,-25,26712
26712,6,-100,26713
26713,6,-100,27215
27215,4,0,27216
27216,7,-225,27218
27218,5,-25,27219
27219,6,-100,27221
27221,3,-25,27222
27222,2,-100,26724
26724,5,-25,26725
26725,3,-25,26225
26225,7,-225,26226
26226,3,-25,25727
25727,5,-25,25728
25728,4,0,25728
25728,4,0,25228
25228,5,-25,25228
25228,4,0,24728
24728,5,-25,24728
24728,6,-100,24728
24728,1,-225,24228
24228,6,-100,24227
24227,3,-25,24227
24227,3,-25,23726
23726,1,-225,23225
23225,2,-100,22723
22723,7,-225,22721
22721,2,-100,22219
22219,3,-25,21717
21717,2,-100,21715
21715,4,0,21212
21212,2,-100,21210
21210,6,-100,21207
21207,7,-225,21704
21704,7,-225,21702
21702,4,0,21700
21700,1,-225,21698
21698,7,-225,22196
22196,4,0,22194
22194,7,-225,22692
22692,4,0,22690
22690,5,-25,23189
23189,3,-25,23188
23188,7,-225,23686
23686,1,-225,23185
23185,5,-25,23684
23684,7,-225,24184
24184,6,-100,24684
24684,3,-25,24684
24684,7,-225,25184
25184,7,-225,25685
25685,1,-225,25685
25685,1,-225,25686
25686,5,-25,26187
26187,1,-225,25687
25687,6,-100,26188
26188,3,-25,26189
26189,2,-100,26190
26190,2,-100,26191
26191,3,-25,26192
26192,7,-225,26693
26693,3,-25,26694
26694,3,-25,26695
26695,5,-25,26697
26697,5,-25,27198
27198,3,-25,26699
26699,7,-225,27201
27201,3,-25,27203
27203,3,-25,27204
27204,2,-100,26705
26705,1,-225,26206
26206,7,-225,26708
26708,4,0,26709
26709,7,-225,26710
26710,4,0,26712
26712,4,0,26713
26713,3,-25,26714
26714,2,-100,26215
26215,1,-225,25716
25716,2,-100,25216
25216,1,-225,24716
24716,6,-100,25216
25216,4,0,25216
25216,2,-100,24716
24716,7,-225,24715
24715,7,-225,24715
24715,5,-25,25215
25215,1,-225,24715
24715,7,-225,24715
24715,4,0,24715
24715,5,-25,24715
24715,5,-25,24714
24714,5,-25,24714
24714,7,-225,25214
25214,6,-100,25215
25215,7,-225,25215
25215,4,0,25215
25215,1,-225,24715
24715,4,0,24715
24715,5,-25,24715
24715,1,-225,24215
24215,2,-100,24214
24214,6,-100,24213
24213,1,-225,23713
23713,5,-25,23712
23712,2,-100,23711
23711,3,-25,23210
23210,4,0,23208
23208,4,0,23207
23207,7,-225,23706
23706,6,-100,23705
23705,7,-225,24205
24205,6,-100,24204
24204,4,0,24204
24204,7,-225,24704
24704,3,-25,24703
24703,1,-225,24203
24203,7,-225,24703
24703,4,0,24703
24703,6,-100,25203
25203,2,-100,24702
24702,2,-100,24202
24202,3,-25,24201
24201,7,-225,24701
24701,7,-225,25201
25201,5,-25,25201
25201,1,-225,24701
24701,6,-100,25202
25202,6,-100,25702
25702,5,-25,25703
25703,7,-225,26203
26203,4,0,26204
26204,3,-25,26205
26205,7,-225,26206
26206,5,-25,26207
26207,1,-225,26208
26208,2,-100,25708
25708,4,0,25709
25709,2,-100,25209
25209,1,-225,25209
25209,1,-225,24709
24709,1,-225,24208
24208,4,0,24208
24208,1,-225,23707
23707,3,-25,23706
23706,5,-25,23705
23705,4,0,23705
23705,3,-25,23704
23704,6,-100,24203
24203,6,-100,24203
24203,4,0,24202
24202,5,-25,24702
24702,6,-100,24702
24702,7,-225,25202
25202,7,-225,25703
25703,3,-25,25203
25203,2,-100,25203
25203,3,-25,25203
25203,2,-100,24703
24703,3,-25,24703
24703,2,-100,24202
24202,6,-100,24702
24702,6,-100,25202
25202,1,-225,24702
24702,5,-25,24702
24702,3,-25,24702
24702,6,-100,25202
25202,7,-225,25202
25202,2,-100,25202
25202,2,-100,24702
24702,1,-225,24702
24702,5,-25,24702
24702,3,-25,24702
24702,4,0,24702
24702,7,-225,25202
25202,4,0,25202
25202,4,0,25202
25202,2,-100,24702
24702,2,-100,24701
24701,1,-225,24201
24201,6,-100,24701
24701,6,-100,25201
25201,5,-25,25201
25201,1,-225,24701
24701,3,-25,24701
24701,4,0,24701
24701,2,-100,24700
24700,5,-25,24700
24700,6,-100,25200
25200,4,0,25200
25200,5,-25,25201
25201,3,-25,25201
25201,4,0,25201
25201,6,-100,25702
25702,7,-225,26202
26202,4,0,26203
26203,4,0,26204
26204,2,-100,25705
25705,5,-25,25705
25705,6,-100,26206
26206,2,-100,25707
25707,7,-225,26208
26208,4,0,26208
26208,1,-225,25709
25709,4,0,25710
25710,2,-100,25210
25210,5,-25,25710
25710,2,-100,25210
25210,7,-225,25211
25211,2,-100,25211
25211,3,-25,24711
24711,7,-225,25211
25211,2,-100,24710
24710,1,-225,24210
24210,7,-225,24710
24710,5,-25,24709
24709,4,0,24709
24709,6,-100,24709
24709,2,-100,24709
24709,1,-225,24208
24208,6,-100,24208
24208,3,-25,24207
24207,3,-25,24207
24207,6,-100,24206
24206,7,-225,24706
24706,5,-25,24706
24706,2,-100,24706
24706,1,-225,24205
24205,4,0,24204
24204,7,-225,24204
25343,4,0,24729
24729,2,-100,24228
24228,3,-25,23727
23727,3,-25,23226
23226,2,-100,22725
22725,5,-25,22723
22723,4,0,22722
22722,5,-25,22720
22720,2,-100,22218
22218,2,-100,21715
21715,2,-100,21213
21213,4,0,21210
21210,3,-25,20707
20707,4,0,20704
20704,5,-25,21202
21202,2,-100,20699
20699,3,-25,20696
20696,2,-100,20692
20692,2,-100,20189
20189,4,0,20186
20186,3,-25,20683
20683,3,-25,20680
20680,5,-25,21177
21177,2,-100,21174
21174,4,0,21172
21172,4,0,21669
21669,3,-25,21667
21667,5,-25,22165
22165,4,0,22664
22664,4,0,23162
23162,2,-100,23161
23161,3,-25,23660
23660,4,0,24160
24160,2,-100,24159
24159,5,-25,24659
24659,5,-25,25660
25660,3,-25,25660
25660,5,-25,26161
26161,4,0,26662
26662,3,-25,27164
27164,5,-25,27666
27666,4,0,28168
28168,6,-100,28671
28671,4,0,29174
29174,4,0,29177
29177,6,-100,30180
30180,6,-100,30684
30684,4,0,30689
30689,6,-100,31193
31193,5,-25,31698
31698,5,-25,31703
31703,3,-25,31707
31707,6,-100,32212
32212,6,-100,32217
32217,3,-25,31722
31722,6,-100,32227
32227,4,0,31732
31732,5,-25,31737
31737,4,0,31241
31241,3,-25,30746
30746,6,-100,30750
30750,3,-25,30253
30253,3,-25,29256
29256,4,0,28759
28759,5,-25,28762
28762,4,0,28264
28264,3,-25,27265
27265,6,-100,26767
26767,6,-100,26768
26768,6,-100,26269
26269,6,-100,26270
26270,3,-25,25270
25270,6,-100,24770
24770,3,-25,24269
24269,4,0,23768
23768,3,-25,22767
22767,3,-25,22265
22265,4,0,21262
21262,5,-25,21259
21259,2,-100,20256
20256,4,0,19752
19752,2,-100,18748
18748,3,-25,18243
18243,2,-100,17738
17738,4,0,17232
17232,4,0,16727
16727,3,-25,16721
16721,4,0,16215
16215,5,-25,16209
16209,5,-25,16703
16703,4,0,16697
16697,2,-100,16191
16191,2,-100,16184
16184,5,-25,16679
16679,2,-100,16673
16673,2,-100,16667
16667,3,-25,16661
16661,5,-25,17155
17155,4,0,17650
17650,3,-25,18146
18146,5,-25,19141
19141,4,0,19638
19638,5,-25,20134
20134,5,-25,21132
21132,4,0,21630
21630,3,-25,22128
22128,2,-100,22626
22626,5,-25,23625
23625,3,-25,24125
24125,4,0,25125
25125,4,0,25626
25626,4,0,26627
26627,5,-25,27129
27129,3,-25,28131
28131,4,0,28633
28633,6,-100,29637
29637,5,-25,30640
30640,4,0,31145
31145,4,0,31649
31649,5,-25,32155
32155,3,-25,32660
32660,5,-25,33166
33166,3,-25,33672
33672,6,-100,34179
34179,4,0,34685
34685,3,-25,34692
34692,6,-100,35199
35199,6,-100,35207
35207,5,-25,35714
35714,5,-25,35722
35722,5,-25,35729
35729,3,-25,35236
35236,5,-25,34743
34743,3,-25,34250
34250,4,0,33756
33756,5,-25,33762
33762,6,-100,33268
33268,3,-25,32774
32774,5,-25,32279
32279,5,-25,31783
31783,5,-25,30787
30787,4,0,30291
30291,4,0,29294
29294,3,-25,28297
28297,6,-100,27799
27799,4,0,27300
27300,5,-25,26801
26801,3,-25,25802
25802,6,-100,24802
24802,5,-25,24301
24301,2,-100,23300
23300,3,-25,22298
22298,4,0,21295
21295,3,-25,20292
20292,4,0,19788
19788,3,-25,18784
18784,2,-100,17779
17779,5,-25,17273
17273,4,0,16267
16267,4,0,15761
15761,3,-25,15254
15254,5,-25,14747
14747,3,-25,14239
14239,4,0,13731
13731,5,-25,13723
13723,5,-25,13715
13715,5,-25,13708
13708,2,-100,13199
13199,4,0,13191
13191,5,-25,13683
13683,2,-100,13675
13675,3,-25,13668
13668,3,-25,14160
14160,4,0,14652
14652,5,-25,15146
15146,2,-100,15139
15139,4,0,16133
16133,5,-25,16627
16627,4,0,17622
17622,5,-25,18617
18617,5,-25,19613
19613,2,-100,20110
20110,5,-25,21107
21107,4,0,21605
21605,3,-25,22603
22603,5,-25,23602
23602,2,-100,24101
24101,4,0,24601
24601,2,-100,25602
25602,4,0,26103
26103,5,-25,27104
27104,5,-25,28107
28107,4,0,29110
29110,6,-100,30114
30114,3,-25,31118
31118,3,-25,31623
31623,5,-25,32628
32628,6,-100,33634
33634,4,0,34140
34140,5,-25,35147
35147,6,-100,35655
35655,5,-25,36663
36663,6,-100,37172
37172,4,0,37681
37681,4,0,37690
37690,3,-25,37699
37699,3,-25,37708
37708,5,-25,37717
37717,4,0,37726
37726,5,-25,37735
37735,4,0,37244
37244,3,-25,36752
36752,5,-25,36760
36760,5,-25,36268
36268,6,-100,35776
35776,5,-25,35283
35283,5,-25,34790
34790,6,-100,34297
34297,5,-25,33803
33803,3,-25,32808
32808,6,-100,32313
32313,3,-25,31317
31317,5,-25,30321
30321,3,-25,29324
29324,5,-25,28326
28326,5,-25,27828
27828,5,-25,26830
26830,6,-100,26331
26331,3,-25,25331
25331,3,-25,24330
24330,4,0,23329
23329,3,-25,22327
22327,3,-25,21324
21324,3,-25,20321
20321,5,-25,19317
19317,4,0,18312
18312,2,-100,17306
17306,2,-100,16300
16300,5,-25,15293
15293,3,-25,14286
14286,4,0,13778
13778,2,-100,12769
12769,4,0,12260
12260,4,0,11751
11751,3,-25,10741
10741,3,-25,10230
10230,2,-100,9720
9720,3,-25,9209
9209,2,-100,9197
9197,4,0,9186
9186,4,0,9175
9175,5,-25,9665
9665,2,-100,9654
9654,2,-100,10144
10144,5,-25,10634
10634,3,-25,11124
11124,2,-100,11615
11615,2,-100,12106
12106,2,-100,12597
12597,4,0,13589
13589,3,-25,14582
14582,3,-25,15075
15075,2,-100,15569
15569,3,-25,16563
16563,2,-100,17057
17057,4,0,18053
18053,2,-100,18548
18548,2,-100,19044
19044,4,0,20041
20041,2,-100,20538
20538,4,0,21536
21536,5,-25,22535
22535,3,-25,23533
23533,3,-25,24033
24033,2,-100,24533
24533,2,-100,25033
25033,5,-25,26034
26034,4,0,27036
27036,3,-25,27538
27538,5,-25,29041
29041,4,0,29544
29544,3,-25,30548
30548,5,-25,31553
31553,6,-100,32558
32558,3,-25,33565
33565,6,-100,34572
34572,4,0,35579
35579,5,-25,36588
36588,6,-100,38097
38097,4,0,39107
39107,6,-100,40118
40118,4,0,41129
41129,6,-100,42141
42141,3,-25,42153
42153,5,-25,43166
43166,5,-25,43679
43679,3,-25,43693
43693,3,-25,43706
43706,5,-25,43719
43719,3,-25,43732
43732,4,0,43245
43245,5,-25,43258
